num,x,y,z,q1,q2,q3,q4
0,2.9756345748901367,-4.297489166259766,0.0,0.0,0.0,-0.011009892590370681,0.9999393892957456
1,6.157944202423096,-0.011178016662597656,0.0,0.0,0.0,0.6808965687502111,0.7323795891914171
2,-0.12895584106445312,3.313688039779663,0.0,0.0,0.0,0.9463664295458203,-0.32309531260712526
