num,x,y,z,q1,q2,q3,q4
0,2.43980264664,0.719987869263,0,0,0,0.703186509598,0.711005437897
1,0.651513695717,1.81621360779,0,0,0,0.999996771909,-0.0025408995613
2,0.44998344779,4.06985092163,0,0,0,0.708861209279,0.705347989279
